uid,week,STEPS_Mean,STEPS_STD,STEPS_Max,STEPS_Total,STEPS_Median,STEPS_ActiveRatio,STEPS_HighRatio,STEPS_VeryHighRatio,STEPS_DiffMean,STEPS_DiffStd,STEPS_DiffRatio,STEPS_Morning,STEPS_Morning_Missing,STEPS_Afternoon,STEPS_Afternoon_Missing,STEPS_Evening,STEPS_Evening_Missing,STEPS_Night,STEPS_Night_Missing,STEPS_Morning_Mean,STEPS_Afternoon_Mean,STEPS_Evening_Mean,STEPS_Night_Mean,STEPS_HighRatio_Morning,STEPS_HighRatio_Afternoon,STEPS_HighRatio_Evening,STEPS_HighRatio_Night,STEPS_WeekendRatio,STEPS_DailyConsistency,STEPS_HourEntropy,STEPS_Peak_Hour,STEPS_Peak_Value,STEPS_Gini,STEPS_SessionCount,STEPS_SessionDuration_Mean,STEPS_SessionDuration_STD,STEPS_SessionDuration_Max,STEPS_SessionSteps_Mean,STEPS_SessionSteps_STD,STEPS_SessionIntensity_Mean,STEPS_SessionIntensity_STD,STEPS_Hour_0,STEPS_Hour_0_Missing,STEPS_Hour_1,STEPS_Hour_1_Missing,STEPS_Hour_2,STEPS_Hour_2_Missing,STEPS_Hour_3,STEPS_Hour_3_Missing,STEPS_Hour_4,STEPS_Hour_4_Missing,STEPS_Hour_5,STEPS_Hour_5_Missing,STEPS_Hour_6,STEPS_Hour_6_Missing,STEPS_Hour_7,STEPS_Hour_7_Missing,STEPS_Hour_8,STEPS_Hour_8_Missing,STEPS_Hour_9,STEPS_Hour_9_Missing,STEPS_Hour_10,STEPS_Hour_10_Missing,STEPS_Hour_11,STEPS_Hour_11_Missing,STEPS_Hour_12,STEPS_Hour_12_Missing,STEPS_Hour_13,STEPS_Hour_13_Missing,STEPS_Hour_14,STEPS_Hour_14_Missing,STEPS_Hour_15,STEPS_Hour_15_Missing,STEPS_Hour_16,STEPS_Hour_16_Missing,STEPS_Hour_17,STEPS_Hour_17_Missing,STEPS_Hour_18,STEPS_Hour_18_Missing,STEPS_Hour_19,STEPS_Hour_19_Missing,STEPS_Hour_20,STEPS_Hour_20_Missing,STEPS_Hour_21,STEPS_Hour_21_Missing,STEPS_Hour_22,STEPS_Hour_22_Missing,STEPS_Hour_23,STEPS_Hour_23_Missing,STEPS_Weekday_0,STEPS_Weekday_0_Missing,STEPS_Weekday_1,STEPS_Weekday_1_Missing,STEPS_Weekday_2,STEPS_Weekday_2_Missing,STEPS_Weekday_3,STEPS_Weekday_3_Missing,STEPS_Weekday_4,STEPS_Weekday_4_Missing,STEPS_Weekday_5,STEPS_Weekday_5_Missing,STEPS_Weekday_6,STEPS_Weekday_6_Missing
W1hZkqBeWCUTVBX6rx9OeHmaWx63,0,0.603448275862069,4.4796725624610705,45.0,70.0,0.0,0.02586206896551724,0.02586206896551724,0.02586206896551724,1.2173913043478262,6.303414013273346,0.05217391304347826,70.0,0,0,1,0,1,0,1,0.603448275862069,0,0,0,0.02586206896551724,0,0,0,0.0,1,-0.0,10,70.0,0.9827586206896552,1,114.97064999999999,0.0,114.97064999999999,70.0,0.0,0.6088510415484301,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,0.0,0,70.0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,1,0.0,1,70.0,0,0.0,1,0.0,1,0.0,1,0.0,1
