_id,num_near,near_duration,time,uid
672177345fc86555907d102b,0,0,2024-10-25T00:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d103c,0,0,2024-10-25T01:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d104d,0,0,2024-10-25T02:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d105e,0,0,2024-10-25T03:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d1076,0,0,2024-10-25T04:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d1088,0,0,2024-10-25T05:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d109b,0,0,2024-10-25T06:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d10ad,0,0,2024-10-25T07:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d10c0,0,0,2024-10-25T08:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d10d2,0,0,2024-10-25T09:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d10e3,0,0,2024-10-25T10:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d10f4,0,0,2024-10-25T11:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d1105,0,0,2024-10-25T12:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d1116,0,0,2024-10-25T13:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d1127,0,0,2024-10-25T14:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d1138,0,0,2024-10-25T15:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d1149,0,0,2024-10-25T16:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d115a,0,0,2024-10-25T17:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d117c,0,0,2024-10-25T18:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d118d,0,0,2024-10-25T19:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177365fc86555907d119e,0,0,2024-10-25T20:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177365fc86555907d11af,0,0,2024-10-25T21:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177365fc86555907d11c0,0,0,2024-10-25T22:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177365fc86555907d11f1,0,0,2024-10-25T23:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177365fc86555907d1202,0,0,2024-10-26T00:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177365fc86555907d1213,0,0,2024-10-26T01:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d1224,0,0,2024-10-26T02:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d1235,0,0,2024-10-26T03:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d1246,0,0,2024-10-26T04:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d1257,0,0,2024-10-26T05:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d1268,0,0,2024-10-26T06:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d1279,0,0,2024-10-26T07:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d128a,0,0,2024-10-26T08:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d129b,0,0,2024-10-26T09:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d12ac,0,0,2024-10-26T10:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d12bd,0,0,2024-10-26T11:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d12ce,0,0,2024-10-26T12:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d12df,0,0,2024-10-26T13:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
