_id,uid,type,timestamp,x,y,z,test
6827bc354b2ae70172a64eec,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:47.723Z,4.9895163,-12.945449,0.94810385,true
6827bc354b2ae70172a64eed,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:48.526Z,6.1866174,-1.5849615,-3.3087866,true
6827bc354b2ae70172a64eee,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:50.122Z,-3.3758245,-12.2224,-7.3645644,true
6827bc354b2ae70172a64eef,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:48.684Z,3.4284968,-3.4979286,-9.083601,true
6827bc354b2ae70172a64ef0,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:50.280Z,-2.6503813,-10.673351,-1.8914193,true
6827bc354b2ae70172a64ef1,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:48.842Z,-1.0223241,-8.298303,-8.231265,true
6827bc354b2ae70172a64ef2,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:50.440Z,-2.7461493,-15.045163,-5.60722,true
6827bc354b2ae70172a64ef3,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:49.003Z,-2.9903579,-8.492233,-4.819528,true
6827bc354b2ae70172a64ef4,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:51.881Z,4.2305546,-6.9000893,-5.6910176,true
6827bc354b2ae70172a64ef5,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:50.599Z,0.1340753,-7.9224133,-6.727707,true
6827bc354b2ae70172a64ef6,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:49.163Z,-3.0885203,-9.615114,-5.0374002,true
6827bc354b2ae70172a64ef7,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:52.042Z,4.201824,-7.007828,-5.6527104,true
6827bc354b2ae70172a64ef8,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:50.759Z,6.5481415,2.2361844,-1.4772224,true
6827bc354b2ae70172a64ef9,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:49.323Z,-3.6511576,-13.996503,-6.3925185,true
6827bc354b2ae70172a64efa,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:50.920Z,7.369353,-1.9560628,-2.3199813,true
6827bc354b2ae70172a64efb,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:52.201Z,4.2042184,-6.813898,-5.8346696,true
6827bc354b2ae70172a64efc,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:49.482Z,-2.1691468,-8.355764,-6.9743094,true
6827bc354b2ae70172a64efd,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:51.079Z,5.81791,-9.7563715,-3.1316159,true
6827bc354b2ae70172a64efe,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:52.358Z,4.1802764,-6.7588315,-5.9064956,true
6827bc354b2ae70172a64eff,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:51.239Z,4.6926355,-8.731653,-3.157952,true
6827bc354b2ae70172a64f00,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:52.519Z,4.2185836,-6.706159,-5.827487,true
6827bc354b2ae70172a64f01,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:51.398Z,4.0414124,-6.9719152,-4.972757,true
6827bc354b2ae70172a64f02,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:52.678Z,4.146757,-6.8091097,-5.8442464,true
6827bc354b2ae70172a64f03,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:51.558Z,4.5872903,-7.2209125,-5.1690817,true
6827bc354b2ae70172a64f04,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:51.719Z,4.1802764,-6.873753,-5.6766524,true
6827bc354b2ae70172a64f05,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:52.837Z,4.268862,-6.8665705,-5.7987566,true
6827bc354b2ae70172a64f06,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:52.997Z,4.2281604,-6.7971387,-5.8562174,true
6827bc354b2ae70172a64f07,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:53.157Z,4.259285,-6.703765,-5.9304376,true
6827bc354b2ae70172a64f08,W1hZkqBeWCUTVBX6rx9OeHmaWx63,Accelerometer,2024-10-29T23:55:53.319Z,4.2305546,-6.6893997,-5.901707,true
