_id,type,time,X,Y,Z,uid,timestamp,x,y,z,test
67732e569b85a0767f6f291c,Gravity,2024-10-30T01:47:13.356Z,2.8243542,-1.5588106,9.260858,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f291d,Gravity,2024-10-30T01:47:13.516Z,-2.8236225,-4.213252,8.393209,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f291e,Gravity,2024-10-30T01:47:13.675Z,-7.840144,-0.005679804,5.890862,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f291f,Gravity,2024-10-30T01:47:13.940Z,-8.303869,0.91347426,5.1362844,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2920,Gravity,2024-10-30T01:47:14.157Z,-8.430561,1.0535916,4.897524,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2921,Gravity,2024-10-30T01:47:14.317Z,-8.405864,1.0401453,4.9426436,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2922,Gravity,2024-10-30T01:47:14.477Z,-8.382016,1.0141886,4.9883275,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2923,Gravity,2024-10-30T01:47:14.638Z,-8.389716,0.98516434,4.981197,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2924,Gravity,2024-10-30T01:47:14.798Z,-8.385618,0.93888927,4.9970055,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2925,Gravity,2024-10-30T01:47:14.957Z,-8.372571,0.88584125,5.0284657,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2926,Gravity,2024-10-30T01:47:15.117Z,-8.382194,0.83943254,5.020391,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2927,Gravity,2024-10-30T01:47:15.277Z,-8.395098,0.7873396,5.007246,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2928,Gravity,2024-10-30T01:47:15.437Z,-8.403749,0.71899396,5.0030117,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2929,Gravity,2024-10-30T01:47:15.597Z,-8.398437,0.645509,5.021917,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f292a,Gravity,2024-10-30T01:47:15.756Z,-8.408047,0.58641803,5.0130773,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f292b,Gravity,2024-10-30T01:47:15.916Z,-8.405867,0.56503046,5.0191884,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f292c,Gravity,2024-10-30T01:47:16.074Z,-8.407884,0.54343003,5.0182014,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f292d,Gravity,2024-10-30T01:47:16.236Z,-8.414196,0.5219323,5.0098996,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f292e,Gravity,2024-10-30T01:47:16.397Z,-8.419072,0.5118415,5.002744,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f292f,Gravity,2024-10-30T01:47:16.555Z,-8.424894,0.51156795,4.992958,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2930,Gravity,2024-10-30T01:47:16.713Z,-8.436434,0.52058536,4.9725013,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2931,Gravity,2024-10-30T01:47:16.873Z,-8.435381,0.52170235,4.974173,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2932,Gravity,2024-10-30T01:47:17.033Z,-8.430931,0.5188551,4.982005,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2933,Gravity,2024-10-30T01:47:17.194Z,-8.433468,0.51233387,4.978384,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2934,Gravity,2024-10-30T01:47:17.353Z,-8.436203,0.5057086,4.9744306,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2935,Gravity,2024-10-30T01:47:17.513Z,-8.439048,0.50155133,4.9700274,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2936,Gravity,2024-10-30T01:47:17.673Z,-8.443871,0.49578238,4.962408,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2937,Gravity,2024-10-30T01:47:17.833Z,-8.447939,0.4882374,4.956232,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2938,Gravity,2024-10-30T01:47:17.994Z,-8.451809,0.48326135,4.950121,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2939,Gravity,2024-10-30T01:47:18.153Z,-8.457553,0.47923806,4.940693,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f293a,Gravity,2024-10-30T01:47:18.313Z,-8.461609,0.47482336,4.934173,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f293b,Gravity,2024-10-30T01:47:18.472Z,-8.465925,0.47076294,4.927151,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f293c,Gravity,2024-10-30T01:47:18.632Z,-8.469558,0.4643031,4.9215155,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f293d,Gravity,2024-10-30T01:47:18.843Z,-8.471475,0.45449337,4.9191313,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f293e,Gravity,2024-10-30T01:47:18.952Z,-8.474652,0.4464744,4.914393,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f293f,Gravity,2024-10-30T01:47:19.112Z,-8.477372,0.4402149,4.910266,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2940,Gravity,2024-10-30T01:47:19.272Z,-8.481661,0.43554974,4.9032755,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2941,Gravity,2024-10-30T01:47:19.433Z,-8.486876,0.43114012,4.8946323,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2942,Gravity,2024-10-30T01:47:19.593Z,-8.489746,0.42573613,4.890133,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2943,Gravity,2024-10-30T01:47:19.752Z,-8.489812,0.4191707,4.8905864,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2944,Gravity,2024-10-30T01:47:19.912Z,-8.474457,0.4284217,4.9163513,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2945,Gravity,2024-10-30T01:47:20.072Z,-8.40725,0.4739719,5.0263243,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2946,Gravity,2024-10-30T01:47:20.232Z,-8.322543,0.59967995,5.152297,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2947,Gravity,2024-10-30T01:47:20.393Z,-8.302273,0.7526206,5.1649175,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2948,Gravity,2024-10-30T01:47:26.043Z,-8.1978245,0.7822769,5.3248687,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2949,Gravity,2024-10-30T01:47:20.552Z,-8.318189,0.81331044,5.1299872,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f294a,Gravity,2024-10-30T01:47:20.712Z,-8.267568,0.7837643,5.215703,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f294b,Gravity,2024-10-30T01:47:25.967Z,-8.234703,0.7719206,5.269185,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f294c,Gravity,2024-10-30T01:47:26.204Z,-8.207662,0.7821346,5.3097186,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f294d,Gravity,2024-10-30T01:47:26.364Z,-8.220029,0.764538,5.293124,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f294e,Gravity,2024-10-30T01:47:26.524Z,-8.234364,0.75589347,5.272043,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f294f,Gravity,2024-10-30T01:47:26.684Z,-8.238209,0.75898486,5.2655873,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2950,Gravity,2024-10-30T01:47:26.845Z,-8.238327,0.74757326,5.267034,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2951,Gravity,2024-10-30T01:47:27.006Z,-8.241571,0.7343512,5.2638183,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2952,Gravity,2024-10-30T01:47:27.164Z,-8.243455,0.7222289,5.26255,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2953,Gravity,2024-10-30T01:47:27.324Z,-8.24642,0.7122286,5.2592664,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2954,Gravity,2024-10-30T01:47:27.483Z,-8.249937,0.7026811,5.255031,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2955,Gravity,2024-10-30T01:47:27.644Z,-8.25157,0.69202685,5.2538815,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2956,Gravity,2024-10-30T01:47:27.804Z,-8.254886,0.6821194,5.2499733,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2957,Gravity,2024-10-30T01:47:27.963Z,-8.2602215,0.67602795,5.2423663,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2958,Gravity,2024-10-30T01:47:28.121Z,-8.267176,0.67017114,5.2321477,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2959,Gravity,2024-10-30T01:47:28.283Z,-8.270935,0.6635437,5.227051,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f295a,Gravity,2024-10-30T01:47:28.443Z,-8.276289,0.6476176,5.2205763,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f295b,Gravity,2024-10-30T01:47:28.601Z,-8.280177,0.63369435,5.2161183,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f295c,Gravity,2024-10-30T01:47:28.760Z,-8.288378,0.6249672,5.2041345,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f295d,Gravity,2024-10-30T01:47:28.919Z,-8.29466,0.6223501,5.1944284,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f295e,Gravity,2024-10-30T01:47:29.079Z,-8.297621,0.62085205,5.1898746,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f295f,Gravity,2024-10-30T01:47:29.241Z,-8.298448,0.61444265,5.1893134,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2960,Gravity,2024-10-30T01:47:29.399Z,-8.305034,0.6086426,5.179455,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2961,Gravity,2024-10-30T01:47:29.559Z,-8.311463,0.60817933,5.169186,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2962,Gravity,2024-10-30T01:47:29.719Z,-8.318378,0.60413545,5.1585255,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2963,Gravity,2024-10-30T01:47:29.879Z,-8.323642,0.5898727,5.1516857,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2964,Gravity,2024-10-30T01:47:30.039Z,-8.3261795,0.57980347,5.1487284,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2965,Gravity,2024-10-30T01:47:30.199Z,-8.332175,0.5725047,5.139838,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2966,Gravity,2024-10-30T01:47:30.358Z,-8.346563,0.5748975,5.1161766,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2967,Gravity,2024-10-30T01:47:30.518Z,-8.368836,0.6088076,5.075709,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2968,Gravity,2024-10-30T01:47:30.678Z,-8.404184,0.65410507,5.0112576,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2969,Gravity,2024-10-30T01:47:30.839Z,-8.429302,0.687605,4.964363,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f296a,Gravity,2024-10-30T01:47:30.998Z,-8.428312,0.68167895,4.9668593,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f296b,Gravity,2024-10-30T01:47:31.158Z,-8.432832,0.6692567,4.960878,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f296c,Gravity,2024-10-30T01:47:31.318Z,-8.445099,0.6602336,4.9411807,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f296d,Gravity,2024-10-30T01:47:31.478Z,-8.451987,0.6546831,4.930128,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f296e,Gravity,2024-10-30T01:47:31.639Z,-8.448714,0.65130424,4.936184,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f296f,Gravity,2024-10-30T01:47:31.798Z,-8.448213,0.64544326,4.9378185,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2970,Gravity,2024-10-30T01:47:31.958Z,-8.457947,0.6507893,4.9204183,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2971,Gravity,2024-10-30T01:47:32.117Z,-8.470687,0.6470339,4.898957,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2972,Gravity,2024-10-30T01:47:32.277Z,-8.470817,0.6331994,4.9005456,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2973,Gravity,2024-10-30T01:47:32.438Z,-8.474727,0.62437826,4.8949122,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2974,Gravity,2024-10-30T01:47:32.597Z,-8.489784,0.6152223,4.8699145,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2975,Gravity,2024-10-30T01:47:32.757Z,-8.506793,0.60785586,4.841073,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2976,Gravity,2024-10-30T01:47:32.951Z,-8.501794,0.6291913,4.847127,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2977,Gravity,2024-10-30T01:47:33.077Z,-8.502414,0.6831702,4.8387227,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2978,Gravity,2024-10-30T01:47:33.239Z,-8.568286,0.57789,4.7351356,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2979,Gravity,2024-10-30T01:47:33.397Z,-8.54493,0.5399967,4.7815857,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f297a,Gravity,2024-10-30T01:47:33.556Z,-8.537049,0.55128264,4.794358,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f297b,Gravity,2024-10-30T01:47:33.716Z,-8.538602,0.54355854,4.7924733,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f297c,Gravity,2024-10-30T01:47:33.876Z,-8.538995,0.5305485,4.793234,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f297d,Gravity,2024-10-30T01:47:34.037Z,-8.539376,0.5156074,4.794192,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f297e,Gravity,2024-10-30T01:47:34.196Z,-8.539256,0.5009344,4.7959623,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f297f,Gravity,2024-10-30T01:47:34.533Z,-8.544561,0.49043056,4.7875957,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2980,Gravity,2024-10-30T01:47:34.542Z,-8.545192,0.48929656,4.786587,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2981,Gravity,2024-10-30T01:47:34.542Z,-8.546796,0.48688063,4.7839694,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2982,Gravity,2024-10-30T01:47:34.676Z,-8.557441,0.4715784,4.766445,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2983,Gravity,2024-10-30T01:47:34.837Z,-8.560624,0.45865944,4.761988,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2984,Gravity,2024-10-30T01:47:34.996Z,-8.562994,0.44753334,4.758792,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2985,Gravity,2024-10-30T01:47:35.156Z,-8.564955,0.44482934,4.755516,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2986,Gravity,2024-10-30T01:47:35.316Z,-8.567724,0.44294572,4.7506986,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2987,Gravity,2024-10-30T01:47:35.476Z,-8.568667,0.44465634,4.7488303,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2988,Gravity,2024-10-30T01:47:35.637Z,-8.559333,0.42858943,4.767106,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2989,Gravity,2024-10-30T01:47:35.796Z,-8.560079,0.4169766,4.7668014,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f298a,Gravity,2024-10-30T01:47:35.957Z,-8.565163,0.41122657,4.7581596,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f298b,Gravity,2024-10-30T01:47:36.121Z,-8.56732,0.40427354,4.754872,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f298c,Gravity,2024-10-30T01:47:36.276Z,-8.572447,0.39908817,4.7460675,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f298d,Gravity,2024-10-30T01:47:36.437Z,-8.580057,0.3930828,4.7327986,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f298e,Gravity,2024-10-30T01:47:37.715Z,-8.618102,0.34198222,4.6672034,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f298f,Gravity,2024-10-30T01:47:36.596Z,-8.58435,0.38750967,4.7254715,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2990,Gravity,2024-10-30T01:47:37.876Z,-8.626911,0.33756292,4.651225,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2991,Gravity,2024-10-30T01:47:36.756Z,-8.590768,0.384632,4.7140293,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2992,Gravity,2024-10-30T01:47:36.916Z,-8.598997,0.38298225,4.699137,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2993,Gravity,2024-10-30T01:47:37.076Z,-8.603589,0.37843716,4.6910973,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2994,Gravity,2024-10-30T01:47:37.236Z,-8.6042185,0.36920267,4.69068,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2995,Gravity,2024-10-30T01:47:37.396Z,-8.604714,0.3528234,4.6910324,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2996,Gravity,2024-10-30T01:47:37.556Z,-8.608941,0.3421588,4.6840687,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2997,Gravity,2024-10-30T01:47:38.038Z,-8.633649,0.33296397,4.6390443,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2998,Gravity,2024-10-30T01:47:38.197Z,-8.639359,0.3209696,4.6292458,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f2999,Gravity,2024-10-30T01:47:38.357Z,-8.642778,0.3105838,4.6235704,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f299a,Gravity,2024-10-30T01:47:38.516Z,-8.649418,0.30405033,4.6115766,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f299b,Gravity,2024-10-30T01:47:38.677Z,-8.653075,0.2997448,4.6049914,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f299c,Gravity,2024-10-30T01:47:38.836Z,-8.658322,0.30017355,4.595091,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f299d,Gravity,2024-10-30T01:47:38.995Z,-8.66141,0.29947102,4.5893145,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f299e,Gravity,2024-10-30T01:47:39.156Z,-8.664296,0.29769635,4.5839787,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f299f,Gravity,2024-10-30T01:47:39.316Z,-8.67018,0.2966179,4.5729074,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f29a0,Gravity,2024-10-30T01:47:39.476Z,-8.675329,0.29326305,4.56335,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f29a1,Gravity,2024-10-30T01:47:39.637Z,-8.680039,0.28980684,4.554607,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f29a2,Gravity,2024-10-30T01:47:39.795Z,-8.684381,0.2846699,4.546653,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f29a3,Gravity,2024-10-30T01:47:39.956Z,-8.688056,0.2787457,4.5399885,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f29a4,Gravity,2024-10-30T01:47:40.115Z,-8.692219,0.27478907,4.532257,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f29a5,Gravity,2024-10-30T01:47:40.275Z,-8.696743,0.26946115,4.5238924,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f29a6,Gravity,2024-10-30T01:47:40.435Z,-8.700523,0.26089004,4.5171194,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f29a7,Gravity,2024-10-30T01:47:40.594Z,-8.703465,0.2555781,4.511747,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f29a8,Gravity,2024-10-30T01:47:40.754Z,-8.70976,0.2510523,4.49984,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f29a9,Gravity,2024-10-30T01:47:40.914Z,-8.715191,0.24998394,4.489376,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f29aa,Gravity,2024-10-30T01:47:41.073Z,-8.721509,0.25083405,4.477042,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f29ab,Gravity,2024-10-30T01:47:41.248Z,-8.728197,0.24667263,4.4642215,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f29ac,Gravity,2024-10-30T01:47:41.394Z,-8.735548,0.24235271,4.450062,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f29ad,Gravity,2024-10-30T01:47:41.554Z,-8.741614,0.23575872,4.438491,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f29ae,Gravity,2024-10-30T01:47:41.714Z,-8.746347,0.22886634,4.429516,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f29af,Gravity,2024-10-30T01:47:41.874Z,-8.750633,0.22005409,4.421493,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f29b0,Gravity,2024-10-30T01:47:42.035Z,-8.755994,0.21267961,4.4112315,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f29b1,Gravity,2024-10-30T01:47:42.194Z,-8.759979,0.20801146,4.4035344,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f29b2,Gravity,2024-10-30T01:47:42.353Z,-8.762302,0.20808205,4.3989058,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f29b3,Gravity,2024-10-30T01:47:42.513Z,-8.767605,0.20682636,4.388388,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f29b4,Gravity,2024-10-30T01:47:42.673Z,-8.773157,0.21245062,4.37701,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f29b5,Gravity,2024-10-30T01:47:42.834Z,-8.778898,0.21280003,4.365462,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f29b6,Gravity,2024-10-30T01:47:42.993Z,-8.784527,0.2081519,4.3543587,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f29b7,Gravity,2024-10-30T01:47:43.153Z,-8.788177,0.20057796,4.347343,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f29b8,Gravity,2024-10-30T01:47:43.319Z,-8.791065,0.19802068,4.341622,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f29b9,Gravity,2024-10-30T01:47:43.473Z,-8.794512,0.18680574,4.3351336,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
67732e569b85a0767f6f29ba,Gravity,2024-10-30T01:47:43.634Z,-8.798555,0.18055896,4.327189,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,,,
