_id,moving_distance,start_time,end_time,uid
6716ff57873f1647840f8a85,0,2024-10-21T21:10:00Z,2024-10-21T21:20:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff57873f1647840f8a86,0,2024-10-21T21:20:00Z,2024-10-21T21:30:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff57873f1647840f8a87,0,2024-10-21T21:30:00Z,2024-10-21T21:40:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff57873f1647840f8a88,0,2024-10-21T21:40:00Z,2024-10-21T21:50:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff57873f1647840f8a89,0,2024-10-21T21:50:00Z,2024-10-21T22:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff57873f1647840f8aa6,0,2024-10-21T22:00:00Z,2024-10-21T22:10:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff57873f1647840f8aa7,0,2024-10-21T22:10:00Z,2024-10-21T22:20:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff57873f1647840f8aa8,0,2024-10-21T22:20:00Z,2024-10-21T22:30:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff57873f1647840f8aa9,0,2024-10-21T22:30:00Z,2024-10-21T22:40:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff57873f1647840f8aaa,0,2024-10-21T22:40:00Z,2024-10-21T22:50:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff57873f1647840f8aab,320,2024-10-21T22:50:00Z,2024-10-21T23:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff58873f1647840f8ac8,118,2024-10-21T23:00:00Z,2024-10-21T23:10:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff58873f1647840f8ac9,0,2024-10-21T23:10:00Z,2024-10-21T23:20:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff58873f1647840f8aca,0,2024-10-21T23:20:00Z,2024-10-21T23:30:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff58873f1647840f8acb,0,2024-10-21T23:30:00Z,2024-10-21T23:40:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff58873f1647840f8acc,0,2024-10-21T23:40:00Z,2024-10-21T23:50:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff58873f1647840f8acd,533,2024-10-21T23:50:00Z,2024-10-22T00:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff58873f1647840f8ade,649,2024-10-22T00:00:00Z,2024-10-22T00:10:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff58873f1647840f8adf,423,2024-10-22T00:10:00Z,2024-10-22T00:20:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff58873f1647840f8ae0,715,2024-10-22T00:20:00Z,2024-10-22T00:30:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff58873f1647840f8ae1,142,2024-10-22T00:30:00Z,2024-10-22T00:40:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff58873f1647840f8ae2,0,2024-10-22T00:40:00Z,2024-10-22T00:50:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff58873f1647840f8ae3,0,2024-10-22T00:50:00Z,2024-10-22T01:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff58873f1647840f8ae4,0,2024-10-22T01:00:00Z,2024-10-22T01:10:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff58873f1647840f8ae5,19,2024-10-22T01:10:00Z,2024-10-22T01:20:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff58873f1647840f8ae6,335,2024-10-22T01:20:00Z,2024-10-22T01:30:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67170780873f1647840f8e7c,0,2024-10-22T01:00:00Z,2024-10-22T01:10:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67170780873f1647840f8e7d,0,2024-10-22T01:10:00Z,2024-10-22T01:20:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67170780873f1647840f8e7e,44,2024-10-22T01:20:00Z,2024-10-22T01:30:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67170780873f1647840f8e7f,0,2024-10-22T01:30:00Z,2024-10-22T01:40:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67170780873f1647840f8e80,0,2024-10-22T01:40:00Z,2024-10-22T01:50:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67170780873f1647840f8e81,10,2024-10-22T01:50:00Z,2024-10-22T02:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67170780873f1647840f8e82,20,2024-10-22T02:00:00Z,2024-10-22T02:10:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67171616873f1647840f96ab,74,2024-10-22T02:00:00Z,2024-10-22T02:10:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67171616873f1647840f96ac,22,2024-10-22T02:10:00Z,2024-10-22T02:20:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67171616873f1647840f96ad,0,2024-10-22T02:20:00Z,2024-10-22T02:30:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67171616873f1647840f96ae,0,2024-10-22T02:30:00Z,2024-10-22T02:40:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67171616873f1647840f96af,0,2024-10-22T02:40:00Z,2024-10-22T02:50:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67171616873f1647840f96b0,0,2024-10-22T02:50:00Z,2024-10-22T03:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67171616873f1647840f96b1,0,2024-10-22T03:00:00Z,2024-10-22T03:10:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6717265c873f1647840fda09,0,2024-10-22T03:00:00Z,2024-10-22T03:10:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6717265c873f1647840fda0a,0,2024-10-22T03:10:00Z,2024-10-22T03:20:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6717265c873f1647840fda0b,0,2024-10-22T03:20:00Z,2024-10-22T03:30:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6717265c873f1647840fda0c,0,2024-10-22T03:30:00Z,2024-10-22T03:40:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6717265c873f1647840fda0d,0,2024-10-22T03:40:00Z,2024-10-22T03:50:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6717265c873f1647840fda0e,0,2024-10-22T03:50:00Z,2024-10-22T04:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
